audio_file|text
/home/ultron/protocol_pulse/video_pipeline_v3/voices/segments/seg_0063.wav|Before we get into the data, watch this. The Bitcoin layer has been doing deep dives on lightning that are genuinely technically rigorous. Most people sleep.
/home/ultron/protocol_pulse/video_pipeline_v3/voices/segments/seg_0064.wav|The infrastructure build-out happening at the second layer right now, it's not being covered, but it's real, and it's significant.
/home/ultron/protocol_pulse/video_pipeline_v3/voices/segments/seg_0065.wav|Natalie Brunel has been covering this story closer than anyone. Here's her take.
/home/ultron/protocol_pulse/video_pipeline_v3/voices/segments/seg_0067.wav|A 16-year-old in Nigeria has the same access to Bitcoin Network as a hedge fund manager on Park Avenue. A 16-year-old in Nigeria has the same access to the Bitcoin Network.
/home/ultron/protocol_pulse/video_pipeline_v3/voices/segments/seg_0068.wav|work as a hedge fund manager on Park Avenue. That's not a small thing. That's the most important financial innovation in a century. And most people are still
/home/ultron/protocol_pulse/video_pipeline_v3/voices/segments/seg_0069.wav|One more to close us out. Alex Gladstein. And this is from his recent work on monetary sovereignty in the development.
/home/ultron/protocol_pulse/video_pipeline_v3/voices/segments/seg_0070.wav|This is the case that doesn't get enough attention in Western Bitcoin.
/home/ultron/protocol_pulse/video_pipeline_v3/voices/segments/seg_0071.wav|Do your research. Verify. Don't trust. Hold your own keys. Stay free. Stay sovereign. This is PBX.
/home/ultron/protocol_pulse/video_pipeline_v3/voices/segments/seg_0073.wav|shifting gears this next clip comes from a different part of the ecosystem
/home/ultron/protocol_pulse/video_pipeline_v3/voices/segments/seg_0074.wav|And then there's this, which changes the picture of it.
/home/ultron/protocol_pulse/video_pipeline_v3/voices/segments/seg_0076.wav|or very alarming, depending on how much you understand about monetary history.
/home/ultron/protocol_pulse/video_pipeline_v3/voices/segments/seg_0077.wav|I don't agree with everything in this clip, but the core point is right. This is the part of the conversation mainstream finance doesn't want you to have.
/home/ultron/protocol_pulse/video_pipeline_v3/voices/segments/seg_0078.wav|I've been waiting. I've been saying this for two years. Good to see others get.
/home/ultron/protocol_pulse/video_pipeline_v3/voices/segments/seg_0079.wav|Most people heard that and missed the most important sentence. Did you catch it? Did you catch it? Did you catch it? Most people heard that and missed the most important sentence. Did you catch it?
/home/ultron/protocol_pulse/video_pipeline_v3/voices/segments/seg_0080.wav|Take that and sit with it for a minute. That's not speculation. That's on-chain data. Verifiable. Public. Immutable.
/home/ultron/protocol_pulse/video_pipeline_v3/voices/segments/seg_0081.wav|Well, that's one way to put it. I didn't expect him to say that. That aged well. That did not.
/home/ultron/protocol_pulse/video_pipeline_v3/voices/segments/seg_0084.wav|It appears that we've lost sight of the original ethos of the cypherpunk.
/home/ultron/protocol_pulse/video_pipeline_v3/voices/segments/seg_0085.wav|Are we actually using it peer-to-peer, or is it more like peer-to-institute?
/home/ultron/protocol_pulse/video_pipeline_v3/voices/segments/seg_0086.wav|Unfortunately, it's more like peer-to-institution. At least that's what it seems like right now. Node counts are dropping. We're down 50%.
/home/ultron/protocol_pulse/video_pipeline_v3/voices/segments/seg_0087.wav|Essentially, from $200,000 in late 2015 to...
/home/ultron/protocol_pulse/video_pipeline_v3/voices/segments/seg_0088.wav|self-custody. Have we lost track? Have we lost track of self-custody? The entire reason is to be your own.
/home/ultron/protocol_pulse/video_pipeline_v3/voices/segments/seg_0089.wav|I highly recommend that you do. Highly recommend that you do.
/home/ultron/protocol_pulse/video_pipeline_v3/voices/segments/seg_0090.wav|You call inflation the silent thief from inside banking. How bad is it compared to what gets officially recorded? Officially reported. When did you first realize that when you were taught about the...
/home/ultron/protocol_pulse/video_pipeline_v3/voices/segments/seg_0091.wav|When did you first realize that? M2 money supply and the S&P 500 moving in lockstep. You call it the illusion of growth. If people's 401ks are up, why should they care?
/home/ultron/protocol_pulse/video_pipeline_v3/voices/segments/seg_0092.wav|care? Why should they care? Why should they care?
/home/ultron/protocol_pulse/video_pipeline_v3/voices/segments/seg_0093.wav|What's the most legal but dirty thing the system does that people never notice? You say the system is a house built on cards. Sorry, a house built on sand.
/home/ultron/protocol_pulse/video_pipeline_v3/voices/segments/seg_0094.wav|Your career is built on that foundation. How do you hold both at once?
/home/ultron/protocol_pulse/video_pipeline_v3/voices/segments/seg_0095.wav|You dismantle every traditional asset, business, real estate, bonds, gold, art. Which one surprised you?
/home/ultron/protocol_pulse/video_pipeline_v3/voices/segments/seg_0096.wav|The moment you went from Bitcoin is interesting to Bitcoin is necessary, what happened? Bitcoin's volatility is a feature, not a bug. Steel man that from first principles for someone who...
/home/ultron/protocol_pulse/video_pipeline_v3/voices/segments/seg_0097.wav|You write that, 2 trillion assets sit inside $3 trillion worth.
/home/ultron/protocol_pulse/video_pipeline_v3/voices/segments/seg_0098.wav|What does the capital transfer actually look like? What signs would you watch for from inside banking? No one who held Bitcoin for four years, period, has ever lost money. For someone in a...
/home/ultron/protocol_pulse/video_pipeline_v3/voices/segments/seg_0099.wav|community bank what's the internal reaction to
/home/ultron/protocol_pulse/video_pipeline_v3/voices/segments/seg_0100.wav|CBD sees inconvenience or existential threat.
/home/ultron/protocol_pulse/video_pipeline_v3/voices/segments/seg_0101.wav|You call fiat money a system of deceit. That's a serious accusation.
/home/ultron/protocol_pulse/video_pipeline_v3/voices/segments/seg_0102.wav|There's a lot of scripture woven through this book.
/home/ultron/protocol_pulse/video_pipeline_v3/voices/segments/seg_0103.wav|unusual for a finance book what's the relationship what's the relationship between your faith and where you landed on bitcoin
/home/ultron/protocol_pulse/video_pipeline_v3/voices/segments/seg_0105.wav|Bitcoin protecting the poor flips the usual narrative upside.
/home/ultron/protocol_pulse/video_pipeline_v3/voices/segments/seg_0106.wav|Make that cost for someone making $30,000 a year.
/home/ultron/protocol_pulse/video_pipeline_v3/voices/segments/seg_0107.wav|If you had to picture Bitcoin adoption succeeding overnight, what would your ideal scenario actually look like?
/home/ultron/protocol_pulse/video_pipeline_v3/voices/segments/seg_0108.wav|All right, all right, all right. We are back for another show today. This is PBX reporting live from Protocol Pulse. Let's get right into the juicy, good, delicious parts of this transcript.
/home/ultron/protocol_pulse/video_pipeline_v3/voices/segments/seg_0109.wav|shall we let's not hold back on any of this let's dive in head first today on the
/home/ultron/protocol_pulse/video_pipeline_v3/voices/segments/seg_0110.wav|Fear and greed index. Greed is dominant.
/home/ultron/protocol_pulse/video_pipeline_v3/voices/segments/seg_0111.wav|Let's read in between the lines. Let's tune out the noise.
/home/ultron/protocol_pulse/video_pipeline_v3/voices/segments/seg_0112.wav|And let's decipher actual market patterns and trends that give us a clear picture.
/home/ultron/protocol_pulse/video_pipeline_v3/voices/segments/seg_0113.wav|Okay, here we go. So, today we saw BlackRock Liquid 8, 60% of totings. Is that a good or bad thing?
/home/ultron/protocol_pulse/video_pipeline_v3/voices/segments/seg_0114.wav|Short-term price drop, sure. That's a short-term negative.
/home/ultron/protocol_pulse/video_pipeline_v3/voices/segments/seg_0115.wav|Do we still care about the dollar denominated value associated to Bitcoin? Or are we going to go ahead and just make that jump over into a parallel economy that no longer is?
/home/ultron/protocol_pulse/video_pipeline_v3/voices/segments/seg_0116.wav|held hostage by this fiat value proposition.
/home/ultron/protocol_pulse/video_pipeline_v3/voices/segments/seg_0117.wav|Do we really still care about number grow up or have we grown past that phase?
/home/ultron/protocol_pulse/video_pipeline_v3/voices/segments/seg_0118.wav|economic collapse in America in order for us to finally understand that? Or can we see the writing on the wall and actually just save ourselves this pain and learn from other countries?
/home/ultron/protocol_pulse/video_pipeline_v3/voices/segments/seg_0119.wav|Are we capable of having historic perspective, monetary historical insights, and context?
/home/ultron/protocol_pulse/video_pipeline_v3/voices/segments/seg_0120.wav|We're rallying the people. We're spreading the good.
/home/ultron/protocol_pulse/video_pipeline_v3/voices/segments/seg_0121.wav|Weren't you happy? Sorry. I, uh...
/home/ultron/protocol_pulse/video_pipeline_v3/voices/segments/seg_0122.wav|The market trends tell a whole different story. The narrative, the way the media is portraying it, doesn't always lie.
/home/ultron/protocol_pulse/video_pipeline_v3/voices/segments/seg_0123.wav|you poke just a tiny bit through that shallow surface and quickly it's revealed that what they are selling and what they are doing is mass market manipulation.
/home/ultron/protocol_pulse/video_pipeline_v3/voices/segments/seg_0124.wav|Fear, FUD, right? They are trying to undermine the proposition of the technology of Bitcoin. We don't care about the short-term price appreciation or depreciation of Bitcoin. That's besides the point.
/home/ultron/protocol_pulse/video_pipeline_v3/voices/segments/seg_0125.wav|We are zooming out. We have a low time preference, a long term time horizon.
/home/ultron/protocol_pulse/video_pipeline_v3/voices/segments/seg_0126.wav|And in that case, nothing's changed. Bitcoin is still chugging along block by block every 10 minutes.
/home/ultron/protocol_pulse/video_pipeline_v3/voices/segments/seg_0127.wav|We can rely on that. Can't necessarily rely on the Fed chair being employed by next week. But what we can rely on...
/home/ultron/protocol_pulse/video_pipeline_v3/voices/segments/seg_0130.wav|You're not going to shake somebody up to try to extract their Bitcoin that they may or may not.
/home/ultron/protocol_pulse/video_pipeline_v3/voices/segments/seg_0131.wav|Within trade, bartering becomes a faith transaction, a transaction in trust.
